,runtime,director,writer,actors
2046,2h 10m,['Kim Han-min'],"['Kim Han-min', 'Yoon Hong-gi', 'Lee Na-ra']","[' (Admiral Yi Sun-shin)', ' (Wakisaka Yasuharu)', ' (Eo Yeong-dam)', ' (Won Gyun)', ' (Junsa)', ' (Kato Yoshiaki)', ' (Jeong Bo-reum)', ' (Im Jun-yeong)', ' (Yi Eok-gi)']"
2047,2h 9m,['Lee Suk-hoon'],['Im Seong-soon'],"[' (Im Chul-ryung)', ' (Kang Jin-tae)', ' (Park Min-young)', ' (Jack)', ' (Jang Myeong-jun)', ' (Park So-yeon)', ' (Detective Squad Chief Pyo)', ' (Captain Park)', ' (First Sergeant Kim)']"
2048,1h 52m,['Kat Coiro'],[],"[' (Kat Valdez)', ' (Charlie Gilbert)', ' (Bastian)', ' (Colin)', ' (Parker Debbs)', ' (Lou Gilbert)', ' (Melissa)', ' (Kofi)', ' (Tyra)']"
2049,1h 54m,['Martin McDonagh'],['Martin McDonagh'],"[' (Pádraic Súilleabháin)', ' (Colm Doherty)', ' (Siobhán Súilleabháin)', ' (Dominic Kearney)', ' (Peadar Kearney)', ' (Jonjo Devine)', ' (Mrs. McCormick)', "" (Mrs. O'Riordan)"", ' (Gerry)']"
2050,2h 31m,['Steven Spielberg'],"['Steven Spielberg', 'Tony Kushner']","[' (Sammy Fabelman)', ' (Mitzi Fabelman)', ' (Burt Fabelman)', ' (Benny Loewy)', ' (Uncle Boris Podgorny)', ' (John Ford)', ' (Hadassah Fabelman)', ' (Reggie Fabelman)', ' (Natalie Fabelman)']"
2051,1h 43m,['Zach Cregger'],['Zach Cregger'],"[' (Tess)', ' (Keith)', ' (AJ)', ' (The Mother)', ' (Frank)', ' (Doug)', ' (Andre)', ' (Bonnie)', ' (Meg)']"
2052,1h 33m,['Daniel Stamm'],"['Robert Zappia', 'Earl Richey Jones', 'Todd Jones']","[' (Sister Ann)', ' (Father Quinn)', ' (Father Dante)', ' (Sister Euphemia)', ' (Father Raymond)', ' (Cardinal Matthews)', ' (Dr. Peters)', ' (Matt)', ' (Father Bernhard)']"
2053,1h 34m,"['Rob Minkoff', 'Chris Bailey', 'Mark Koetsier']",[],"[' (Hank (voice))', ' (Jimbo (voice))', ' (Ika Chu (voice))', ' (Emiko (voice))', ' (Shogun (voice))', ' (Ohga (voice))', ' (Chuck (voice))', ' (Sumo (voice))', ' (Yuki (voice))']"
2054,1h 39m,['William Brent Bell'],"['Alex Mace', 'David Leslie Johnson-McGoldrick']","[' (Leena Klammer / Esther Albright)', ' (Tricia Albright)', ' (Allen Albright)', ' (Detective Donnan)', ' (Gunnar Albright)', ' (Dr. Segar)', ' (Dr. Novotny)', ' (Officer Leahy)', ' (Anna Troyev)']"
2055,2h 14m,['Shinsuke Sato'],['Tsutomu Kuroiwa'],"[' (Ri Shin (Li Xin))', ' (Ei Sei (Yin Zheng))', ' (Ka Ryo Ten (He Liao Diao))', ' (Kyou Kai (Qiang Lei))', ' (Bi Hei)', ' (Bi Tou)', ' (Taku Kei)', ' (Hyou Kou (Biao Gong))', ' (Go Kei (Wu Qing))']"
2056,1h 42m,"['Loren Bouchard', 'Bernard Derriman']","['Loren Bouchard', 'Nora Smith']","[' (Bob Belcher / Jimmy Jr. / Ms. Labonz (voice))', ' (Louise Belcher (voice))', ' (Linda Belcher / Jocelyn (voice))', ' (Tina Belcher (voice))', ' (Gene Belcher (voice))', ' (Teddy (voice))', ' (Calvin Fischoeder (voice))', ' (Felix Fischoeder (voice))', ' (Grover Fischoeder (voice))']"
2057,2h 11m,['Lee Jung-jae'],"['Lee Jung-jae', 'Jo Seung-hee']","[' (Park Pyong-ho)', ' (Kim Jung-do)', ' (Bang Ju-kyung)', ' (Jang Chul-sung)', ' (Cho Yoo-jung)', ' (Director Ahn)', ' (Yang Bo-sung)', ' (Transposer)', ' (Chun Bo-san)']"
2058,1h 29m,['Enrique Gato'],"['Manuel Burque', 'Josep Gatell']","[' (Tadeo Jones (voice))', ' (Momia (voice))', ' (Sara Lavrof (voice))', ' (Ramona (voz))', ' (Victoria (voz))', ' (Pickle (voice))', ' (Agent Ramirez (voice))', ' (Ryu (voice))', ' (Ann (voice))']"
2059,1h 52m,['Shinji Higuchi'],[],"[' (Shinji Kaminaga)', ' (Hiroko Asami)', ' (Kimio Tamura)', ' (Akihisa Taki)', ' (Yumi Funaberi)', ' (Tatsuhiko Munakata)', ' (Mefilas)', ' (Hajime Komuro)', ' (Taishi Okuma)']"
2060,1h 56m,['Anthony Fabian'],[],"[' (Ada Harris)', ' (Claudine Colbert)', ' (Marquis de Chassagne)', ' (Natasha)', ' (André Fauvel)', ' (Vi Butterfield)', ' (Pamela Penrose)', ' (Archie)', ' (Lady Dant)']"
2061,2h 54m,['Lokesh Kanagaraj'],['Lokesh Kanagaraj'],"[' (Karnan / Arun Kumar Vikram)', ' (Amar)', ' (Sandhanam)', ' (Bejoy)', ' (Police Chief Jose)', ' (Uppiliappan)', ' (Lawrence)', ' (Tina)', ' (ACP Prabhanjan)']"
2062,1h 47m,['Tom Gormican'],"['Tom Gormican', 'Kevin Etten']","[' (Nick Cage / Nicky)', ' (Javi Gutierrez)', ' (Olivia)', ' (Martin)', ' (Gabriela)', ' (Carlos)', ' (Addy Cage)', ' (Richard Fink)', ' (Vivian)']"
2063,2h 38m,['Todd Field'],['Todd Field'],"[' (Lydia Tár)', ' (Sharon Goodnow)', ' (Francesca Lentini)', ' (Olga Metkina)', ' (Andris Davis)', ' (Eliot Kaplan)', ' (Krista Taylor)', ' (Sebastian Brix)', ' (Petra)']"
2064,2h 2m,['Simon Kinberg'],"['Simon Kinberg', 'Theresa Rebeck', 'Theresa Rebeck', 'Bek Smith']","["" (Mason 'Mace' Brown)"", ' (Khadijah Adiyeme)', ' (Graciela Rivera)', ' (Marie Schmidt)', ' (Lin Mi Sheng)', ' (Nick Fowler)', ' (Luis Rojas)', ' (Elijah Clarke)', ' (Jonas Muller)']"
2065,2h 4m,['Michihito Fujii'],[],"[' (Matsuri Takabayashi)', ' (Kazuto Manabe)', ' (Takeru Tomita)', ' (Akira Miura)', ' (Kikyo Takabayashi)', ' (Hirata)', ' (Yuriko Takabayashi)', ' (Akihisa Takabayashi)', ' (Kajiwara)']"
2066,1h 58m,['An Tae-jin'],"['An Tae-jin', 'Hyun Gyu-ri']","[' (Cheon Kyoung-su)', ' (King Injo)', ' (Lee Hyung-ik)', ' (Lord Choi)', ' (Man-sik)', ' (Crown Prince Sohyeon)', ' (Consort Jo)', ' (Crown Princess Kang)', ' (Seok-cheol)']"
2067,2h 27m,['Ruben Östlund'],['Ruben Östlund'],"[' (Carl)', ' (Yaya)', ' (The Captain)', ' (Dimitry)', ' (Paula)', ' (Abigail)', ' (Jarmo)', ' (Therese)', ' (Nelson)']"
2068,2h 50m,['Vivek Agnihotri'],['Vivek Agnihotri'],"[' (IAS Brahma Dutt)', ' (Pushkar Nath Pandit)', ' (Krishna Pandit)', ' (Radhika Menon)', ' (Farooq Malik Bitta)', ' (DGP Hari Narain)', ' (Dr. Mahesh Kumar)', ' (Laxmi Dutt)', ' (Vishnu Ram)']"
2069,2h 12m,['Sriram Adittya'],['Sriram Adittya'],"[' (Arjun)', ' (Subbu)', ' (Sripathi)', ' (Telemarketing guy)', ' (Saradha)', "" (Arjun's Father)"", "" (Subbu's Mother)"", ' (Salim Bhai)', "" (Arjun's Friend)""]"
2070,2h 12m,['Sriram Adittya'],['Sriram Adittya'],"[' (Arjun)', ' (Subbu)', ' (Sripathi)', ' (Telemarketing guy)', ' (Saradha)', "" (Arjun's Father)"", "" (Subbu's Mother)"", ' (Salim Bhai)', "" (Arjun's Friend)""]"
2071,2h 7m,['Akira Tanaka'],[],"[' (Dako)', ' (Richard)', ' (Boku)', ' (Igarashi)', ' (Tamba)', ' (Marcel Marimura)', ' (Gérard Gonzales)', ' (Reina Hatakeyama)', ' (Namiko)']"
2072,2h 17m,['Park Hoon-jung'],['Park Hoon-jung'],"[' (Girl)', ' (Kyung-hee)', ' (Jo-hyun)', ' (Yong-doo)', ' (Dae-gil)', ' (Tom)', ' (Dr. Baek)', ' (Dr. Byeon)', ' (Director Jang)']"
2073,1h 53m,['Park Gyu-tae'],['Park Gyu-tae'],"[' (Park Chun-woo)', ' (Lee Yong-ho)', ' (Captain Kang Eun-pyo)', ' (Lee Yeon-hee)', ' (Kim Man-cheol)', ' (Choi Seung-il)', ' (Bang Cheol-jin)', ' (Kim Kwang-cheol)', ' (Quartermaster)']"
2074,1h 48m,['Susumu Yamaguchi'],[],"[' (Doraemon (voice))', ' (Nobita (voice))', ' (Shizuka (voice))', ' (Gian (voice))', ' (Suneo (voice))', ' (Dekisugi (voice))', ' (Gilmore (voice))', ' (Rokoroko (voice))', ' (Pilot (voice))']"
2075,2h 18m,['Park Chan-wook'],"['Park Chan-wook', 'Chung Seo-kyung']","[' (Song Seo-rae)', ' (Jang Hae-joon)', ' (Jeong-ahn)', ' (Soo-wan)', ' (Lim Ho-shin)', ' (Yeon-su)', ' (Ki Do-soo)', ' (Mi-ji)', ' (Monday Granny)']"
2076,1h 39m,['Tom George'],['Mark Chappell'],"[' (Inspector Stoppard)', ' (Constable Stalker)', ' (Leo Köpernick)', ' (Petula Spencer)', ' (John Woolf)', ' (Richard Attenborough)', ' (Dennis Corrigan)', ' (Mervyn Cocker-Norris)', ' (Harley the Motorcycle Messenger)']"
2077,2h 47m,['Mani Ratnam'],[],"[' (Aditha Karikalan)', ' (Nandini / Oomai Rani)', ' (Arunmozhi Varman)', ' (Vanthiyathevan)', ' (Kundavai)', ' (Alwarkkadiyan Nambi)', ' (Sundara Chozhar)', ' (Periya Pazhuvettarayar)', ' (Chinna Pazhuvettarayar)']"
2078,2h 10m,['Hiroshi Nishitani'],['Yasushi Fukuda'],"[' (Manabu Yukawa)', ' (Kaoru Utsumi)', ' (Shumpei Kusanagi)', ' (Naoki Niikura)', ' (Rumi Niikura)', ' (Maya Miyazawa)', ' (Shusaku Tojima)', ' (Machiko Namiki)', ' (Tomoya Takagaki)']"
2079,2h 4m,['Rosalind Ross'],[],"["" (Father Stuart 'Stu' Long)"", ' (Bill Long)', ' (Kathleen Long)', ' (Carmen)', ' (Monsignor Kelly)', ' (Mary)', ' (Priest)', ' (Allison)', ' (Time Keeper)']"
2080,1h 40m,['Domee Shi'],"['Domee Shi', 'Julia Cho', 'Sarah Streicher']","["" (Meilin 'Mei' Lee (voice))"", ' (Ming (voice))', ' (Miriam (voice))', ' (Abby (voice))', ' (Priya (voice))', ' (Jin Lee (voice))', ' (Grandma (voice))', ' (Tyler (voice))', ' (Mr. Gao (voice))']"
2081,2h 20m,['Han Jae-rim'],['Han Jae-rim'],"[' (Gu In-ho)', ' (Park Jae-hyuk)', ' (Kim Sook-hee)', ' (Choi Hyun-soo)', ' (Ryu Jin-seok)', ' (Kim Hee-jin)', ' (Park Tae-soo)', ' (Park Soo-min)', ' (Park Yoon-cheol)']"
2082,1h 33m,['Toby Genkel'],[],"[' (Maurice (voice))', ' (Malicia (voice))', ' (Boss Man / Rat King (voice))', ' (Keith (voice))', ' (Dangerous Beans (voice))', ' (Peaches (voice))', ' (Darktan (voice))', ' (Sardines (voice))', ' (Nourishing (voice))']"
2083,1h 25m,[],[],"[' ()', ' ()']"
2084,1h 48m,['George Miller'],"['George Miller', 'Augusta Miller']","[' (Alithea)', ' (The Djinn)', ' (Professor Günhan)', ' (British Council Lady / The Watcher)', ' (Airport Djinn)', ' (Pale Djinn)', ' (The Queen of Sheba)', ' (King Solomon)', ' (Gulten)']"
2085,1h 43m,['Sven Unterwaldt Jr.'],"['Alexander Dydyna', 'Viola Schmidt']","[' (Ida Kronenberg)', ' (Jo Wieland)', ' (Benjamin Schubert)', ' (Elvira Kronenberg)', ' (Heribert Siegmann)', ' (Mortimer Morrison)', ' (Mary Cornfield)', ' (Willi Wondraschek)', ' (Siegmann (voice))']"
2086,1h 35m,['Castille Landon'],['Sharon Soboil'],"[' (Tessa Young)', ' (Hardin Scott)', ' (Trish Daniels)', ' (Landon Gibson)', ' (Ken Scott)', ' (Kimberly ""Kim"" Vance)', ' (Christian Vance)', ' (Carol Young)', ' (Karen Scott)']"
2087,2h 20m,['Olivier Dahan'],[],"[' (Simone Veil (1968 - 2006))', ' (Simone Veil (1941 – 1962))', ' (Yvonne Jacob)', ' (Milou Jacob (1941-1952))', ' (Antoine Veil (1974 - 2006))', ' (Antoine Veil (1946 - 1962))', ' (Marceline Rozenberg (1968 - 1979))', ' (Marceline Rozenberg (16 ans))', ' (André Perdriau)']"
2088,2h 9m,['Hirokazu Kore-eda'],[],"[' (Sang-hyun)', ' (Dong-soo)', ' (Su-jin)', ' (So-young)', ' (Detective Lee)', ' (Hae-jin)', ' (Woo-sung)', ' (Orphanage Director)', "" (Orphanage Director's wife)""]"
2089,2h 37m,['Mohan Raja'],['Mohan Raja'],"[' (Brahma)', ' (Sathyapriya Jaidev)', ' (Jaidev)', ' (Masoom Bhai)', ' (Jhanvi)', ' (Raghuram IPS)', ' (Narasimha Reddy)', ' (Narayana Verma)', ' (Koti)']"
2090,2h 23m,['Anees Bazmee'],"['Aakash Kaushik', 'Farhad Samji']","[' (Ruhaan Randhawa)', ' (Reet Rathore)', ' (Manjulika/Anjulika)', ' (Chhote Pandit)', ' (Bade Pandit)', ' (Chacha)', "" (Bade Pandit's Wife)"", ' (Thakur Sa)', ' (Debanshu Chatterjee)']"
2091,2h 14m,['Takahisa Zeze'],['Tamio Hayashi'],"[' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()']"
2092,1h 39m,['Vadim Kostrov'],[],[]
2093,2h 1m,['Takahiro Miki'],[],"[' (Toru Kamiya)', ' (Maori Hino)', ' (Izumi Wataya)', ' (Sanae Kamiya)', ' (Koji Hino)', ' (Maki Mizuno)', ' (Yukihiko Kamiya)', "" (Toru Kamiya's Mother)"", "" (Toru Kamiya's Friend)""]"
2094,2h 14m,['Isamu Nakae'],['Noriko Yoshida'],"[' (Kensuke Goto)', ' (Ayaka Goto)', ' (Taketoshi Hara)', ' (Mariko Nishiyama)', ' (Hanto Oda)', ' (Nami Nishino)', ' (Mina Nakai)', ' (Ryuichi Sugimoto)', ' (Rika Ando)']"
2095,2h 18m,['Radha Krishna Kumar'],['Radha Krishna Kumar'],"[' (Vikramaditya)', ' (Prerana)', ' ()', ' (Paramahamsa)', ' (Paramahamsa)', ' (Ship Captain)', ' (Jhullam)', ' (Anand Rajput)', ' (Subbarao)']"
2096,1h 44m,['Mark Williams'],"['Mark Williams', 'Nick May', 'Brandon Reavis']","[' (Travis Block)', ' (Mira Jones)', ' (Dusty Crane)', ' (Gabriel Robinson)', ' (Drew Hawthorne)', ' (Amanda Block)', ' (Police Officer)', ' (Principal)', ' (Lecturer)']"
2097,2h 25m,['Sagar Chandra'],['Sachy'],"[' (SI Sarhad Bheemla Nayak)', ' (Daniel ""Danny"" Shekar)', ' (Jeevan Kumar)', ' (CI Kodanda Ram)', ' (Suguna)', "" (Daniel's wife)"", ' (Nagaraju)', ' (Papi)', ' (MLA)']"
2098,2h 11m,['Luca Guadagnino'],[],"[' (Maren)', ' (Lee)', ' (Sully)', ' (Kayla)', "" (Maren's Father)"", ' (Brad)', ' (Jake)', ' (Barbara Kerns)', ' (Janelle)']"
2099,2h 18m,['Damien Leone'],['Damien Leone'],"[' (Art the Clown)', ' (Sienna Shaw)', ' (Jonathan Shaw)', ' (Barbara)', ' (Brooke)', ' (Allie)', ' (Jeff)', ' (The Little Pale Girl)', ' (Ricky)']"
2100,1h 34m,['Keith Thomas'],[],"[' (Charlie McGee)', ' (Andy McGee)', ' (Vicky Tomlinson-McGee)', ' (Dr. Joseph Wanless)', ' (John Rainbird)', ' (Captain Jane Hollister)', ' (Irv Manders)', ' (Ms. Gardner)', ' (Darla Gurney)']"
2101,1h 55m,['Nicholas Stoller'],"['Nicholas Stoller', 'Billy Eichner']","[' (Bobby)', ' (Aaron)', ' (Henry)', ' (Wanda)', ' (Angela)', ' (Cherry)', ' (Robert)', ' (Tamara)', ' (Tina)']"
2102,1h 22m,['Philippe Lacheau'],[],"[' (Cédric ""Badman"")', ' (Seb)', ' (Adam)', ' (Eléonore)', ' (Laure)', ' (Michel Dugimont)', ' (le schizo)', ' (la productrice)', ' (Jimmy)']"
2103,3h 14m,['Maiko Endo'],[],[]
2104,2h 42m,['Parasuram Petla'],['Parasuram Petla'],"["" (Mahesh 'Mahi')"", ' (Kalaavathi)', ' (Rajendranath)', ' (Kishore)', ' (Subbaraju)', ' (Bank Officer)', ' (Colony President)', ' (Sowmya)', ' (Master)']"
2105,2h 33m,['Bilal Lashari'],"['Nasir Adeeb', 'Bilal Lashari']","[' (Maula Jatt)', ' (Noori Nath)', ' (Makhoo Jatni)', ' (Daroo Nathni)', ' (Maakha Natt)', ' (Jeeva Natt)', ' ()', ' (Jagoo)', ' ()']"
2106,1h 34m,['Halina Reijn'],['Kristen Roupenian'],"[' (Sophie)', ' (Bee)', ' (Jordan)', ' (Alice)', ' (Emma)', ' (David)', ' (Greg)', ' (Max)']"
2107,2h 59m,['H. Vinoth'],['H. Vinoth'],"[' (ACP Arjun Kumar IPS)', ' (Sophia)', "" ('Wolf Ranga' Naren)"", ' (Sara)', ' (Lakshmi)', ' (Kothandam)', ' (IG Arasu)', "" ('Kutty' Ashok)"", ' (Selvam)']"
2108,2h 14m,['Brett Morgen'],['Brett Morgen'],"[' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))', ' (Self (archive footage))']"
2109,1h 37m,['Ed Herzog'],[],"[' (Franz Eberhofer)', ' (Rudi Birkenberger)', ' (Susi)', ' (Papa Eberhofer)', ' (Oma Eberhofer)', ' (Moratschek)', ' (Leopold Eberhofer)', ' (Ignaz Flötzinger)', ' (Simmerl)']"
2110,2h 22m,['Choi Dong-hoon'],"['Choi Dong-hoon', 'Lee Ki-cheol']","[' (Muruk)', ' (Guard / Thunder)', ' (Ean)', ' (Moon Do-seok)', ' (Madam Black)', ' (Mr. Blue)', ' (Jajang / Doctor)', ' (Min Gaelin)', ' (Right Paw)']"
2111,2h 44m,['Advait Chandan'],['Atul Kulkarni'],"[' (Laal Singh Chaddha)', "" (Rupa D'Souza)"", ' (Balaraju Bodi)', "" (Gurpreet Kaur (Laal's mother))"", ' (Mohammad bhai)', ' (Old lady on train)', ' (Young Laal)', ' (Young Rupa)', ' (Manjeet maasi)']"
2112,1h 48m,['Yasuhito Kikuchi'],[],"[' (Rimuru (voice))', ' (Benimaru (voice))', ' (Raphael (voice))', ' (Verudora (voice))', ' (Shuna (voice))', ' (Shion (voice))', ' (Souei (voice))', ' (Hakurou (voice))', ' (Gobuta (voice))']"
2113,13m,['Marc Philip Ginolas'],['Marc Philip Ginolas'],"[' ()', ' ()', ' ()', ' ()', ' ()', ' ()']"
2114,2h 28m,['Raj Mehta'],['Anurag Singh'],"[' (Bheem Saini)', ' (Geeta Saini)', "" (Kuldeep 'Kuku' Saini)"", ' (Naina Sharma)', ' (Ginny Saini)', ' (Gurpreet Sharma)', ' (Meera)', ' (Balwinder)', ' (Dr. Bhatia)']"
2115,1h 55m,['Sam Mendes'],['Sam Mendes'],"[' (Hilary)', ' (Stephen)', ' (Norman)', ' (Donald Ellis)', ' (Neil)', ' (Delia)', ' (Janine)', ' (Ruby)', ' (Rosemary Bates)']"
2116,2h 27m,"['Charlotte Vandermeersch', 'Felix van Groeningen']",[],"[' (Pietro Guasti)', ' (Bruno Guglielmina)', ' (Pietro (as a child))', ' (Bruno (as a child))', ' (Lara)', ' (Pietro (as a teenager))', ' (Asmi)', ' (Francesca Guasti)', ' (Giovanni Guasti)']"
2117,2h 25m,"['Caner Alper', 'Mehmet Binay']","['Sema Kaygusuz', 'Yıldız Bayazıt']","[' (Belgin Sarılmışer)', ' (Sabahat Çakır)', ' (The Man)', ' (Nadire)', ' (Cevdet)', ' (Suna)', ' (Abdullah)', ' (Natır)', ' (Neighbor)']"
2118,1h 57m,['Cédric Klapisch'],"['Cédric Klapisch', 'Santiago Amigorena']","[' (Élise Gautier)', ' (Loïc)', ' (Henri Gautier)', ' (Yann)', ' (Josiane)', ' (Hofesh)', ' (Sabrina)', ' (Julien)', "" (L'administrateur)""]"
2119,1h 31m,"['Benjamin Mousquet', 'Ben Stassen']",[],"[' (Chickenhare (voice))', ' (Abe (voice))', ' (Meg / Cute Hare / Cute Hen (voice))', ' (Lapin (voice))', ' (Peter (voice))', ' (Aide / Big Oxe (voice))', ' (Barry / Mr Mc Garnicle (voice))', ' (Bartender / Old Hare (voice))', ' (Guard (voice))']"
2120,1h 41m,['Ng Yuen-Fai'],[],"[' (Tyler)', ' (Johnson Cheng)', ' (Colonel Tam Bing)', ' (Lieutenant Taron Yau Tai-long / Skunk)', ' (Dr. Chan Chong-Chung)', ' (Lucy)', ' (Connor Kwong)', ' (Commander-in-Chief Sean Lee)', ' (Citizen)']"
2121,2h 39m,['Anton Megerdichev'],['Aleksei Ivanov'],"[' (Mikhan)', ' (Jonah)', ' (Grand Duke of Moscow)', ' (Pitigrim)', ' (Tichert)', ' (Polyud)', ' (Fyodor the Pied)', ' (Tabarga)', ' (Asyka)']"
2122,2h 6m,['Kim Joung-hoon'],['Chun Sung-il'],"[' (Woo Moo-Chi)', ' (Hae-Rang)', ' (Mak-Yi)', ' (Bu Heung-Soo)', ' (So-Nyeo)', ' (Han-Goong)', ' (Kang-Seob)', ' (Akwi)', ' (Merchant Choi)']"
2123,1h 56m,['Sunny Chan Wing-Sun'],[],"[' (Big Brother (Steve))', ' (Monica)', ' (Josephine)', ' (Second Brother (Bernard))', ' (Little Brother (Lung))', ' (Meow)', "" (Second Brother's Mother)"", ' (Doorman)', ' (Sally)']"
2124,2h 18m,['Rodrigo Sorogoyen'],[],"[' (Olga)', ' (Antoine)', ' (Xan)', ' (Lorenzo)', ' (Marie Denis)', ' (Rafael)', ' (Cabo 3 Alfonso)', ' (Madre Anta)', ' (Pepiño)']"
2125,2h 28m,['Anil Ravipudi'],"['Anil Ravipudi', 'Adhi Narayana']","[' (Venky)', ' (Varun)', ' (Harika)', ' (Honey)', ' (Nagaraju)', ' (Katthi Seenu)', "" (Venky's Companion)"", ' (Padma)', ' (Grandmother)']"
2126,1h 37m,['Sophie Hyde'],[],"[' (Nancy Stokes)', ' (Leo Grande)', ' (Becky Foster)', ' (Delivery Person)', ' (Person on Bike)', ' (Waitress 1)', ' (Waitress 2)']"
2127,2h 14m,['D.J. Caruso'],[],"[' (Angel)', ' (Michael)', ' (Duke)', ' (Duchess)', ' (Paul)', ' (Mae)', ' (Sarah Stafford)', ' (Lucky)', ' (John Altman)']"
2128,1h 44m,['Sarah Polley'],[],"[' (Ona)', ' (Salome)', ' (Mariche)', ' (Agata)', ' (August)', ' (Greta)', ' (Autje)', ' (Mejal)', ' (Neitje)']"
2129,1h 40m,['Ayako Kono'],[],"[' (Asuna (voice))', ' (Kirito (voice))', ' (Mito (voice))', ' (Argo (voice))', ' (Agil (voice))', ' (Kibaou (voice))', ' (Liten (voice))', ' (Shivata (voice))', ' (Lind (voice))']"
2130,1h 10m,['Lluís Galter'],['Lluís Galter'],"[' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()', ' ()']"
2131,2h 16m,['Dr. Chandraprakash Dwivedi'],['Dr. Chandraprakash Dwivedi'],"[' (Prithviraj Chauhan)', ' (Sanyogita)', ' (Kaka Kanha)', ' (Chand Vardai)', ' (Muhammad Ghori)', ' (Jayachandra)', ' ()', ' (Anangpal Tomar)', ' ()']"
2132,2h 2m,['Choi Kook-hee'],['Bae Se-young'],"[' (Kang Jin-bong)', ' (Oh Se-yeon)', ' (Young Oh Se-yeon)', ' (Park Jeong-woo)', ' (Hyun-jeong)', ' (Kang Seo-jin)', ' (Kang Ye-jin)', "" (Jin-bong's Father)"", "" (Jin-bong's Mother)""]"
2133,2h 44m,['Cibi Chakaravarthi'],['Cibi Chakaravarthi'],"[' (Don/Chakaravarthi)', ' (Angayarkanni)', ' (Boominathan)', "" (Chakaravarthi's Father)"", ' (Perusu)', "" (Don's Friend)"", "" (Don's Friend)"", ' (Lilly)', ' (Professor Azhagu)']"
2134,2h 40m,"['Gayathri', 'Pushkar']","['Gayathri', 'Pushkar']","[' (Vikram)', ' (Vedha)', ' (Priya)', "" (Krishna aka 'Shatak')"", ' (Chanda)', ' (Babloo)', ' (SSP Abbas)', ' (IG)', ' (Parshuram Pandey)']"
2135,2h 8m,['Lee Il-hyung'],"['Lee Il-hyung', 'Yoon Jong-bin']","[' (Pil-ju)', ' (In-gyu)', ' (Kim Chi-deok)', ' (Kang Yeong-sik)', ' (Kim Moo-jin)', ' (Jung Baek-jin)', ' (Professor Yang)', ' (Sergeant Kim)', ' (Tojo Hisashi)']"
2136,1h 43m,['Eiichirō Hasumi'],[],"[' (Asuka Morisaki)', ' (Takahiro Ise)', ' (Rumiko Hiiragi)', ' (Atsushi Kiyomiya)', ' (Rie Naruto)', ' (Shota Uranishi)', ' ()', ' ()', ' (Tomokazu Yashiro)']"
2137,1h 15m,['Ute von Münchow-Pohl'],"['Katja Grübel', 'Dagmar Rehbinder']","[' (Max (voice))', ' (Lehrer Eitelfritz (voice))', ' (Madame Hermine (voice))', ' (Emmi (voice))', ' (Sandy (voice))', ' (Gudrun (voice))', ' (Leo (voice))', ' (Ruth (voice))', ' (Lorenz (voice))']"
2138,2h 32m,['Koratala Siva'],['Koratala Siva'],"[' (Govind / Acharya)', ' (Siddha)', ' (Basava)', ' (Rathod)', ' (Vedanna)', ' (Adanna)', ' (Neelambari)', ' (Priest)', "" (Basava's Aide)""]"
2139,1h 30m,['Élie Semoun'],['Élie Semoun'],"[' (Gustave Latouche / Ghislaine Latouche)', ' (Flartf)', ' (Ghislaine Rateau)', ' (Adeline Gratin)', ' (Hervé Ducobu)', ' (Ducobu)', ' (Léonie Gratin)', ' (Karine)', ' (Denise)']"
2140,1h 25m,['Denis Chernov'],"['Denis Chernov', 'Neil Landau', 'Lev Murzenko']","[' ()', ' (Mama Kristiny (voice))', ' ()', ' ()', ' (Papa Kristiny (voice))', ' (Finnik (voice))', ' (Dzhey Bi (voice))', ' ()', ' ()']"
2141,2h 8m,['Ryuichi Hiroki'],[],"[' (Kei Osanai)', ' (Ruri Masaki)', ' (Akihiko Misumi)', ' (Kozue Osanai)', ' (Yui Midorisaka)', ' (Ryunosuke Masaki)', ' (Nakanishi)', ' (Store Manager)', ' (Kiyomi Araya)']"
2142,2h 46m,['Kiranraj K.'],['Kiranraj K.'],"[' (Dharma)', ' (Dr. Ashwin)', ' (Vamsinadhan)', ' (Devika)', ' ()', ' ()', ' (Shraddha)', ' (Murali)', ' (Ranjan Shetty)']"
2143,2h 27m,['Farhad Samji'],['Sajid Nadiadwala'],"[' (Bachchhan Paandey)', ' (Myra Devekar)', ' (Sophie)', ' (Vishu)', ' (Bhaves Bhoplo)', ' (Kaandi)', ' (Virgini Bhai)', ' (Pendulum)', ' (Bufferiya Chacha)']"
2144,2h 8m,['Kazuya Shiraishi'],[],"[' (Yamato Haimura)', ' (Masaya Kakei)', ' (Kazuki Kanayama)', ' (Ms. Kakei)', ' (Woman in Red Jacket)', ' (Akari Kano)', ' (Kurata)', ' (Takiuchi)', ' (Kaoru Nezu)']"
2145,1h 27m,['Sönke Wortmann'],['Claudius Pläging'],"[' (Dorothea)', ' (Stephan)', ' (Elisabeth)', ' (Thomas)', ' (René)', ' (Anna)', ' (Lucia)']"
